branch_path,variable,units,scale,per
Demand\Commercial,Activity Level,No data,,
Demand\Commercial,Demand Cost,2020 USD,,
Demand\Commercial,RefHH,Ref/hh,,
Demand\Commercial\Data_Center,Activity Level,No data,,
Demand\Commercial\Data_Center,Demand Cost,2020 USD,,No data
Demand\Commercial\Data_Center,RefHH,Ref/hh,,
Demand\Commercial\Data_Center\Colocation,Demand Cost,2020 USD,,
Demand\Commercial\Data_Center\Colocation,Load Shape,Percent,%,
Demand\Commercial\Data_Center\Colocation,RefHH,Ref/hh,,
Demand\Commercial\Data_Center\Colocation,Total Energy,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Enterprise,Demand Cost,2020 USD,,
Demand\Commercial\Data_Center\Enterprise,Load Shape,Percent,%,
Demand\Commercial\Data_Center\Enterprise,RefHH,Ref/hh,,
Demand\Commercial\Data_Center\Enterprise,Total Energy,Gigawatt-Hour,,
Demand\Commercial\Data_Center\Hyperscale,Demand Cost,2020 USD,,
Demand\Commercial\Data_Center\Hyperscale,Load Shape,Percent,%,
Demand\Commercial\Data_Center\Hyperscale,RefHH,Ref/hh,,
Demand\Commercial\Data_Center\Hyperscale,Total Energy,Gigawatt-Hour,,
Demand\Commercial\Other Commercial,Activity Level,Square Meter,Thousand,
Demand\Commercial\Other Commercial,Demand Cost,2020 USD,,
Demand\Commercial\Other Commercial,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection,Activity Level,Saturation,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Activity Level,Saturation,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Commercial Uncalibrated Energy Intensity,kWh/m2,,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Best Practice,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Sales_Average,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Current Stock_Average,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Air Conditioning\Efficient,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Activity Level,Saturation,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Commercial Uncalibrated Energy Intensity,kWh/m2,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass,Commercial Cooking Efficiency_,prcnt eff,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal,Commercial Cooking Efficiency_,prcnt eff,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Black Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Organic Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Particulates PM10,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Charcoal\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Conventional Electric,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Conventional Electric,Commercial Cooking Efficiency_,prcnt eff,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Conventional Electric,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Conventional Electric,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Conventional Electric,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Conventional Electric,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Conventional Electric,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Induction Electric,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Induction Electric,Commercial Cooking Efficiency_,prcnt eff,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Induction Electric,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Induction Electric,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Induction Electric,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Induction Electric,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Induction Electric,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene,Commercial Cooking Efficiency_,prcnt eff,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Kerosene\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG,Commercial Cooking Efficiency_,prcnt eff,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\LPG\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas,Commercial Cooking Efficiency_,prcnt eff,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Organic Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Natural Gas\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Solar Heating,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Solar Heating,Commercial Cooking Efficiency_,prcnt eff,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Solar Heating,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Solar Heating,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Solar Heating,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Solar Heating,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood,Commercial Cooking Efficiency_,prcnt eff,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Cooking and Food Processing\Wood\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Lighting,Activity Level,Saturation,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting,Commercial Uncalibrated Energy Intensity,kWh/m2,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\CFL,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\CFL,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\CFL,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\CFL,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\CFL,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Fluorescent,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Fluorescent,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Fluorescent,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Fluorescent,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Fluorescent,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Halogen,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Halogen,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Halogen,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Halogen,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Halogen,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Incandescent,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Incandescent,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Incandescent,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Incandescent,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\Incandescent,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\LED,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\LED,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\LED,Final Energy Intensity,Kilowatt-Hour,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\LED,Load Shape,Percent,%,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Electricity\LED,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other,Commercial Fuel Share_,%,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other\Kerosene and Candles,Activity Level,Share,%,of Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other\Kerosene and Candles,Demand Cost,2020 USD,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other\Kerosene and Candles,Final Energy Intensity,Liter,,Square Meter
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other\Kerosene and Candles,RefHH,Ref/hh,,
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other\Kerosene and Candles\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other\Kerosene and Candles\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other\Kerosene and Candles\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other\Kerosene and Candles\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Commercial\Other Commercial\End Use Projection\Lighting\Other\Kerosene and Candles\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
