branch_path,variable,units,scale,per
Transformation\Renewable Diesel Production\Output Fuels\Renewable Diesel,Import Target,Tonnes of Oil Equivalent,,
Transformation\Renewable Diesel Production\Output Fuels\Renewable Diesel,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Renewable Diesel Production\Output Fuels\Renewable Diesel,Output Share,Share,%,
Transformation\Renewable Diesel Production\Output Fuels\Renewable Diesel,Shortfall Rule,None,,
Transformation\Renewable Diesel Production\Output Fuels\Renewable Diesel,Surplus Rule,None,,
Transformation\Renewable Diesel Production\Output Fuels\Renewable Diesel,Usage Rule,None,,
Transformation\Renewable Diesel Production\Output Fuels\Renewable Diesel\Land Use,Avg Environmental Loading,Hectare,,Gigajoule
Transformation\Renewable Diesel Production\Output Fuels\Renewable Diesel\Land Use,BioProdYield,litre/tonne,,
Transformation\Renewable Diesel Production\Output Fuels\Renewable Diesel\Land Use,CropYield,tonne/ha,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Capacity Credit,Percent,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Capital Cost,2020 USD,,Gigajoules/Year
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Dispatch Rule,None,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Dispatchable,Yes/No,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Endogenous Capacity,Gigajoules/Year,Thousand,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Exogenous Capacity,Gigajoules/Year,Thousand,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,First Simulation Year,Years,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Fixed OM Cost,2020 USD,,Gigajoules/Year
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Historical Production,Tonnes of Oil Equivalent,Thousand,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Interest Rate,Percent,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Lifetime,Years,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Maximum Availability,Percent,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Maximum Capacity,Gigajoules/Year,Thousand,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Maximum Capacity Addition,Gigajoules/Year,Thousand,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Maximum Production,Gigajoule,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Maximum_Share_of_Production,%,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Merit Order,Merit Order,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Minimum Capacity,Gigajoules/Year,Thousand,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Minimum Capacity Addition,Gigajoules/Year,Thousand,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Minimum Production,Gigajoule,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Minimum Share of Production,Percent,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Minimum Utilization,Percent,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Optimized New Capacity,Gigajoules/Year,Thousand,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Process Efficiency,Percent,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Process Share,Share,%,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Renewable Qualified,Percent,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Salvage Value,2020 USD,,Gigajoules/Year
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Stranded Cost,2020 USD,,
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel,Variable OM Cost,2020 USD,,Gigajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel,Auxiliary Fuel Use,British Thermal Unit,,British Thermal Unit
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel,Fuel Cost,2020 USD,,Liter
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel,Fuel Source,2020 USD,,Liter
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Electricity,Auxiliary Fuel Use,British Thermal Unit,,British Thermal Unit
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Electricity,Fuel Cost,2020 USD,,Gigajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,2020 USD,,Metric Tonne
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Hydrogen,Fuel Cost,2020 USD,,Metric Tonne
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Hydrogen,Fuel Source,2020 USD,,Metric Tonne
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Renewable Diesel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production,Module Costs,2020 USD,,
Transformation\Sustainable Aviation Fuel Production,Optimize,None,,
Transformation\Sustainable Aviation Fuel Production,Peak Load Ratio,Percent,,
Transformation\Sustainable Aviation Fuel Production,Planning Reserve Margin,Percent,,
Transformation\Sustainable Aviation Fuel Production,Renewable Target,Percent,,
Transformation\Sustainable Aviation Fuel Production,Use Addition Size,None,,
Transformation\Sustainable Aviation Fuel Production\Output Fuels\Sustainable Aviation Fuel,Export Target,Tonnes of Oil Equivalent,,
Transformation\Sustainable Aviation Fuel Production\Output Fuels\Sustainable Aviation Fuel,Import Target,Tonnes of Oil Equivalent,,
Transformation\Sustainable Aviation Fuel Production\Output Fuels\Sustainable Aviation Fuel,Output Price,U.S. Dollar,,Kilowatt-Hour
Transformation\Sustainable Aviation Fuel Production\Output Fuels\Sustainable Aviation Fuel,Output Share,Share,%,
Transformation\Sustainable Aviation Fuel Production\Output Fuels\Sustainable Aviation Fuel,Shortfall Rule,None,,
Transformation\Sustainable Aviation Fuel Production\Output Fuels\Sustainable Aviation Fuel,Surplus Rule,None,,
Transformation\Sustainable Aviation Fuel Production\Output Fuels\Sustainable Aviation Fuel,Usage Rule,None,,
Transformation\Sustainable Aviation Fuel Production\Output Fuels\Sustainable Aviation Fuel\Land Use,Avg Environmental Loading,Hectare,,Gigajoule
Transformation\Sustainable Aviation Fuel Production\Output Fuels\Sustainable Aviation Fuel\Land Use,BioProdYield,litre/tonne,,
Transformation\Sustainable Aviation Fuel Production\Output Fuels\Sustainable Aviation Fuel\Land Use,CropYield,tonne/ha,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Capacity Credit,Percent,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Capital Cost,2020 USD,,Gigajoules/Year
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Dispatch Rule,None,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Dispatchable,Yes/No,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Endogenous Capacity,Gigajoules/Year,Thousand,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Exogenous Capacity,Gigajoules/Year,Thousand,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,First Simulation Year,Years,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Fixed OM Cost,2020 USD,,Gigajoules/Year
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Historical Production,Tonnes of Oil Equivalent,Thousand,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Interest Rate,Percent,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Lifetime,Years,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Maximum Availability,Percent,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Maximum Capacity,Gigajoules/Year,Thousand,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Maximum Capacity Addition,Gigajoules/Year,Thousand,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Maximum Production,Gigajoule,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Maximum_Share_of_Production,%,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Merit Order,Merit Order,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Minimum Capacity,Gigajoules/Year,Thousand,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Minimum Capacity Addition,Gigajoules/Year,Thousand,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Minimum Production,Gigajoule,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Minimum Share of Production,Percent,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Minimum Utilization,Percent,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Optimized New Capacity,Gigajoules/Year,Thousand,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Process Efficiency,Percent,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Process Share,Share,%,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Renewable Qualified,Percent,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Salvage Value,2020 USD,,Gigajoules/Year
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Stranded Cost,2020 USD,,
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel,Variable OM Cost,2020 USD,,Gigajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel,Auxiliary Fuel Use,British Thermal Unit,,British Thermal Unit
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel,Fuel Cost,2020 USD,,Liter
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel,Fuel Source,2020 USD,,Liter
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Biodiesel\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Electricity,Auxiliary Fuel Use,British Thermal Unit,,British Thermal Unit
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Electricity,Fuel Cost,2020 USD,,Gigajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Auxiliary Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,2020 USD,,Metric Tonne
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Hydrogen,Fuel Cost,2020 USD,,Metric Tonne
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Hydrogen,Fuel Source,2020 USD,,Metric Tonne
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Sustainable Aviation Fuel Production\Processes\HVO Renewable Diesel\Feedstock Fuels\Palm Oil\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
