branch_path,variable,units,scale,per
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Bagasse\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Transmission Nodes\Malaysia,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Transmission Nodes\Malaysia Peninsular,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Transmission Nodes\Malaysia Sabah,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYPE\Transmission Nodes\Malaysia Sarawak,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Capital Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Dispatch Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Dispatchable,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Endogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Existing Capacity,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Exogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,First Simulation Year,Years,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Fixed OM Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Full Load Hours,Hours,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Historical Capacity Factor,percentage,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Historical Production,Gigawatt-Hour,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Hourly Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Interest Rate,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Lifetime,Years,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Maximum Availability,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Maximum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Maximum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Maximum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Maximum_Share_of_Production,%,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Merit Order,Merit Order,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Minimum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Minimum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Minimum Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse,Feedstock Fuel Share,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse,Fuel Cost,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse,Fuel Source,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Bagasse\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass,Feedstock Fuel Share,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass,Fuel Cost,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass,Fuel Source,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Feedstock Fuels\Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Transmission Nodes\Malaysia,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Transmission Nodes\Malaysia Peninsular,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Transmission Nodes\Malaysia Sabah,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSB\Transmission Nodes\Malaysia Sarawak,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Biomass Other_MYSR,Capital Cost,U.S. Dollar,Thousand,Megawatt
