branch_path,variable,units,scale,per
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Natural Gas\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Natural Gas\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Natural Gas\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Natural Gas\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Petroleum Coke\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Refinery Gas\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Direct Process Heating\Others\Wood\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating,Activity Level,Saturation,%,of 2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Electricity,Activity Level,Saturation,%,of 2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Electricity,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Electricity,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Electricity,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Electricity\Electricity,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Electricity\Electricity,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Electricity\Electricity,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Electricity\Electricity,Load Shape,Percent,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Electricity\Electricity,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF,Activity Level,Saturation,%,of 2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Black Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Organic Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Particulates PM10,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Metric Tonne
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Biodiesel\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Diesel\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Gasoline\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Kerosene\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Liquid FF\Residual Fuel Oil\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others,Activity Level,Saturation,%,of 2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse,Demand Cost,2020 USD,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse,Final Energy Intensity,Gigajoule,,2017 USD
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse,Fuel Share,Share,%,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse,RefHH,Ref/hh,,
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Projection\End Use\Other Non Metallic Minerals\Indirect Process Heating\Others\Bagasse\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
